Combination,MSE_Test,R2_Test
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'humidity_OPCN3')",0.5623969697960346,0.9690138252272031
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'binCount1_OPCN3')",1.0372497429761658,0.9428510401993194
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'pm10_OPCN3')",1.3384462378789215,0.9262561299611021
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'binCount3_OPCN3')",1.2502003038357374,0.9311181830696786
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'temperature_OPCN3')",0.6274330689945912,0.9654305556782254
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'humidity_OPCN3')",0.6048639222049477,0.9666740394885142
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'binCount1_OPCN3')",1.2083006538070307,0.9334267123620383
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'pm10_OPCN3')",1.5151139426475388,0.9165223357362601
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount3_OPCN3', 'temperature_OPCN3')",0.7742286588359312,0.9573426141582894
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount3_OPCN3', 'humidity_OPCN3')",0.8539226379428103,0.9529517449012218
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount3_OPCN3', 'binCount1_OPCN3')",1.4142615666557428,0.9220789612455814
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount3_OPCN3', 'pm10_OPCN3')",1.3867088912418035,0.923597021
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'temperature_OPCN3', 'humidity_OPCN3')",0.7654173743456808,0.9578280861929036
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'temperature_OPCN3', 'binCount1_OPCN3')",0.793995474,0.9562535293649634
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'temperature_OPCN3', 'pm10_OPCN3')",0.6846020866053968,0.9622807357709098
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'humidity_OPCN3', 'binCount1_OPCN3')",0.8582140682905046,0.9527153015739628
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'humidity_OPCN3', 'pm10_OPCN3')",0.7302223871874727,0.9597672111914008
"('binCount0_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",1.3048495363700692,0.9281071948150261
"('binCount0_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3', 'binCount3_OPCN3')",1.193898769048451,0.934220208
"('binCount0_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3', 'temperature_OPCN3')",0.8158282772359424,0.9550506155959716
"('binCount0_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3', 'humidity_OPCN3')",0.6317241996737609,0.9651941288616908
"('binCount0_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3', 'binCount1_OPCN3')",0.9920158057833259,0.945343277
"('binCount0_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3', 'pm10_OPCN3')",1.2544545427650664,0.930883789
"('binCount0_OPCN3', 'pm1_OPCN3', 'binCount3_OPCN3', 'temperature_OPCN3')",0.9422976413513441,0.9480825805062634
